text,id,emotion
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",1297,negative
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",1298,negative
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",1299,neutral
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,1300,positive
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",1301,neutral
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,1302,neutral
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,1303,neutral
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",1304,neutral
"`` The number of collection errors fell considerably , and operations speeded up .",1305,positive
"Broker tips: RBS, Croda, Sage",1306,positive
"The reductions will be implemented immediately , beginning in October 2009 .",1307,neutral
The presentation material can be viewed on the company 's website in English after the conference .,1308,neutral
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",1309,positive
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",1310,neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,1311,neutral
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",1312,neutral
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,1313,neutral
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,1314,positive
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",1315,negative
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",1316,positive
Barclays poised to replace Sir Mike Rake as he heads for exit,1317,neutral
Barclays appoints JPMorgan's Paul Compton as new COO,1318,neutral
"HSBC shakes up board with two new business chiefs, three departures",1319,neutral
"In this way , the industry 's starting point has been the consumers ' needs .",1320,neutral
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",1321,neutral
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",1322,neutral
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1323,neutral
The EUR17m contract includes both design and construction works .,1324,neutral
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1325,neutral
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,1326,positive
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",1327,positive
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',1328,negative
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",1329,positive
"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",1330,positive
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,1331,neutral
Approval by shareholders of Cencorp in accordance with Finnish law .,1332,neutral
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,1333,positive
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,1334,negative
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",1335,positive
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",1336,positive
"The company can not give up palm oil altogether , however .",1337,neutral
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",1338,neutral
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",1339,neutral
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",1340,negative
Operating profit of the Asian plants grew markedly .,1341,positive
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",1342,negative
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",1343,negative
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",1344,neutral
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",1345,neutral
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,1346,neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",1347,neutral
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",1348,positive
The company expects its net sales for the whole 2009 to remain below the 2008 level .,1349,neutral
"The total number of voting rights is 74,612,523 .",1350,neutral
"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",1351,neutral
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",1352,positive
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1353,neutral
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,1354,negative
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",1355,neutral
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",1356,neutral
$BBRY nice bounce,1357,positive
"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",1358,neutral
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,1359,neutral
Wellness services will be important in the future .,1360,neutral
"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",1361,neutral
The closing of such transaction took place today .,1362,neutral
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",1363,neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",1364,neutral
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,1365,negative
UPDATE 1-Pearson expects to grow this year after solid end to 2014,1366,positive
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",1367,positive
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,1368,negative
Sales by Seppala diminished by 6 per cent .,1369,negative
Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,1370,negative
BG Group Still Happy With Shell's $70 Billion Offer,1371,positive
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,1372,neutral
"The store is located in Poznan in a shopping center named Pestka , the company added .",1373,neutral
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",1374,neutral
RT @ACInvestorBlog $AAPL still on track for $500,1375,positive
Each year the dividend is deducted from the subscription price .,1376,neutral
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",1377,positive
"Tiimari 's registered share capital is 16,474,755 shares as per today .",1378,neutral
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",1379,neutral
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",1380,neutral
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,1381,neutral
Unilever profit rises despite sales slump in China,1382,positive
The site will cover over six hectares .,1383,neutral
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,1384,positive
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,1385,negative
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,1386,negative
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",1387,neutral
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",1388,neutral
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,1389,positive
"The product advisory does not apply to any other Nokia-branded battery , the company said .",1390,neutral
AstraZeneca wins FDA approval for key new lung cancer pill,1391,positive
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",1392,neutral
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",1393,neutral
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,1394,negative
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,1395,negative
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",1396,neutral
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,1397,positive
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,1398,neutral
"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",1399,positive
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",1400,neutral
The contract is for next year .,1401,neutral
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,1402,positive
AB InBev looks to win over SABMiller investors,1403,positive
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,1404,neutral
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",1405,neutral
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",1406,neutral
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,1407,neutral
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",1408,neutral
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",1409,neutral
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",1410,neutral
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",1411,neutral
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",1412,positive
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",1413,neutral
"`` Over the years , the color orange has become synonymous with quality .",1414,neutral
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",1415,negative
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,1416,neutral
Johnson Matthey revs up on clean air drive,1417,positive
"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",1418,neutral
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",1419,neutral
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,1420,neutral
"UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",1421,neutral
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",1422,neutral
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1423,neutral
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,1424,positive
"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",1425,neutral
CompaniesDiageo stays neutral on India boardroom turmoil,1426,neutral
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,1427,positive
The company will be part of Teleste 's Video and Broadband Solutions business area .,1428,neutral
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",1429,neutral
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",1430,neutral
"Net sales will , however , increase from 2005 .",1431,positive
"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",1432,neutral
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",1433,neutral
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",1434,positive
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",1435,neutral
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",1436,neutral
Its market share is 6 percent according to AC Nielsen 's 2008 data .,1437,neutral
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,1438,negative
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",1439,positive
"Profit per share was EUR 1.03 , up from EUR 0.87 .",1440,positive
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,1441,neutral
Valeant Names Interim Leader as CEO Remains Hospitalized,1442,neutral
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",1443,negative
EBIT margin was up from 1.4 % to 5.1 % .,1444,positive
In 2007 Etteplan reported a turnover of EUR125 .2 m.,1445,neutral
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",1446,positive
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",1447,neutral
The company had hoped the new plant would be on stream by the end of 2008 .,1448,neutral
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",1449,neutral
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,1450,neutral
$IBIO  up 10% in premarket ready for lift off,1451,positive
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",1452,neutral
"They are responsible for their own operations , customer relationships , and the development of these .",1453,neutral
"$QCOR Just added 3,000 shares @28.",1454,positive
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,1455,neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1456,neutral
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1457,neutral
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",1458,positive
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",1459,neutral
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",1460,positive
The rebuilds are designed to improve the machines ' performance and product quality .,1461,positive
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",1462,neutral
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1463,neutral
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",1464,neutral
Goodwin not to face Scottish prosecution over RBS,1465,positive
Reported operating margin was a negative 5.9 % .,1466,neutral
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,1467,positive
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1468,neutral
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1469,neutral
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",1470,negative
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",1471,positive
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",1472,neutral
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",1473,positive
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",1474,neutral
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",1475,neutral
The profit after taxes was EUR 57.7 11.1 million .,1476,neutral
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1477,neutral
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1478,negative
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,1479,positive
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",1480,neutral
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,1481,negative
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",1482,neutral
The number of customers is one of the most important parameters in determining the price of electricity networks .,1483,neutral
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",1484,neutral
Sales of mid-strength beer decreased by 40 % .,1485,negative
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,1486,neutral
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",1487,positive
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,1488,neutral
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",1489,positive
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,1490,neutral
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",1491,negative
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,1492,neutral
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,1493,neutral
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,1494,positive
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",1495,neutral
"Operating profit decreased to nearly EUR 1.7 mn , however .",1496,neutral
Net sales surged by 30 % to EUR 36 million .,1497,positive
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1498,neutral
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",1499,neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1500,neutral
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",1501,positive
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,1502,neutral
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",1503,neutral
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",1504,negative
The aim is to increase sales by at least one fifth in 2006 .,1505,positive
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",1506,neutral
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",1507,neutral
The acquisition price was not disclosed .,1508,neutral
Scanfil has also issued a profit warning .,1509,neutral
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,1510,neutral
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",1511,negative
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",1512,neutral
"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",1513,neutral
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",1514,neutral
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",1515,neutral
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,1516,positive
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",1517,positive
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",1518,neutral
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,1519,negative
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,1520,neutral
The sellers were EOSS Innovationsmanagement and a group of private individuals .,1521,neutral
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",1522,positive
`` Those uncertainties cloud the long-term outlook . '',1523,negative
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",1524,negative
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1525,neutral
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,1526,positive
"The technology will become available to businesses from the fourth quarter , Nokia said .",1527,neutral
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",1528,neutral
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",1529,neutral
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",1530,positive
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,1531,positive
Companies Thetrainline.com announces arrival of London IPO,1532,positive
"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",1533,neutral
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,1534,neutral
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,1535,neutral
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",1536,neutral
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,1537,neutral
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",1538,positive
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",1539,positive
Travel expenses would be reimbursed in accordance with the travel policy of the company .,1540,neutral
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",1541,positive
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,1542,neutral
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,1543,negative
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1544,positive
The purchase sum is about EUR 10mn US$ 12.97 mn .,1545,neutral
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",1546,neutral
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,1547,positive
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,1548,neutral
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",1549,negative
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,1550,positive
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",1551,positive
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",1552,negative
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,1553,positive
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",1554,positive
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",1555,neutral
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,1556,negative
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",1557,neutral
The solution will be installed in the USA to support the North American operations of the customer .,1558,neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,1559,neutral
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,1560,positive
"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",1561,neutral
The combined value of the orders is EUR 45mn .,1562,neutral
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",1563,positive
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",1564,neutral
@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,1565,positive
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",1566,negative
A paper mill in the central Maine town of Madison soon will have a new owner .,1567,neutral
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,1568,positive
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",1569,positive
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",1570,neutral
